3.6035 3.606 3.6 3.6035 3.6035
3.4593 3.4593 3.4593 3.4593 3.4593
3.5922 3.5922 3.5922 3.5922 3.5922
3.598 3.603 3.593 3.5955 3.5955
3.5955 3.599 3.59 3.595 3.595
3.595 3.598 3.5805 3.5835 3.5835
3.5835 3.5865 3.57 3.573 3.573
3.573 3.578 3.5665 3.572 3.572
3.572 3.576 3.5635 3.5675 3.5675
3.5675 3.57 3.5625 3.566 3.566
3.566 3.57 3.562 3.5649 3.5649
3.5649 3.572 3.559 3.561 3.561
3.561 3.5645 3.5575 3.56175 3.56175
3.56175 3.565 3.552 3.55575 3.55575
3.55575 3.5635 3.553 3.56075 3.56075
3.56075 3.5635 3.549 3.5525 3.5525
3.5525 3.5555 3.542 3.55175 3.55175
3.55175 3.5545 3.5355 3.5395 3.5395
3.5395 3.542 3.5185 3.52275 3.52275
3.52275 3.5255 3.5115 3.5165 3.5165
3.5165 3.5355 3.512 3.5155 3.5155
3.5155 3.52 3.49 3.4945 3.4945
3.4945 3.498 3.4715 3.473 3.473
3.473 3.4745 3.4475 3.449 3.449
3.449 3.453 3.432 3.438 3.438
3.438 3.444 3.434 3.4405 3.4405
3.4405 3.443 3.4255 3.4285 3.4285
3.4285 3.431 3.42 3.4225 3.4225
3.4225 3.434 3.403 3.4305 3.4305
3.4305 3.465 3.425 3.46 3.46
3.46 3.599 3.4575 3.5955 3.5955
3.5955 3.599 3.53 3.54 3.54
3.54 3.575 3.53 3.56 3.56
3.56 3.596 3.551 3.57 3.57
3.57 3.59 3.56 3.563 3.563
3.563 3.573 3.5425 3.5475 3.5475
3.5475 3.555 3.515 3.527 3.527
3.527 3.532 3.502 3.5045 3.5045
3.5045 3.532 3.496 3.505 3.505
3.505 3.52 3.5 3.515 3.515
3.515 3.54 3.512 3.535 3.535
3.535 3.544 3.513 3.518 3.518
3.5175 3.523 3.495 3.51 3.51
3.51 3.515 3.497 3.5075 3.5075
3.5075 3.5145 3.505 3.5105 3.5105
3.5105 3.52 3.506 3.5105 3.5105
3.5105 3.516 3.499 3.5025 3.5025
3.5025 3.506 3.494 3.501 3.501
3.501 3.5035 3.4945 3.4985 3.4985
3.4985 3.503 3.49 3.49605 3.49605
3.49605 3.498 3.463 3.4705 3.4705
3.4705 3.5 3.466 3.49625 3.49625
3.49625 3.5 3.484 3.4895 3.4895
3.4895 3.497 3.482 3.49 3.49
3.49 3.495 3.475 3.4795 3.4795
3.4795 3.489 3.47 3.4805 3.4805
3.4805 3.484 3.475 3.4795 3.4795
3.4795 3.4925 3.477 3.4795 3.4795
3.4795 3.495 3.477 3.4865 3.4865
3.4865 3.59 3.485 3.58 3.58
3.58 3.595 3.56 3.565 3.565
3.565 3.573 3.5375 3.54 3.54
3.54 3.5475 3.513 3.5335 3.5335
3.5335 3.55 3.52 3.5465 3.5465
3.5465 3.5575 3.536 3.5525 3.5525
3.5525 3.562 3.546 3.5575 3.5575
3.5575 3.56 3.5475 3.5525 3.5525
3.5525 3.555 3.54 3.5475 3.5475
3.5475 3.563 3.545 3.56 3.56
3.56 3.5815 3.5575 3.5745 3.5745
3.5745 3.615 3.572 3.61 3.61
3.61 3.625 3.592 3.5975 3.5975
3.5975 3.6 3.584 3.5975 3.5975
3.5975 3.602 3.585 3.5925 3.5925
3.5925 3.623 3.587 3.6005 3.6005
3.6005 3.625 3.598 3.608 3.608
3.608 3.614 3.603 3.6065 3.6065
3.6065 3.609 3.59 3.5965 3.5965
3.5965 3.601 3.593 3.599 3.599
3.599 3.612 3.597 3.605 3.605
3.605 3.617 3.6 3.6075 3.6075
3.6075 3.61 3.5945 3.599 3.599
3.599 3.6115 3.596 3.608 3.608
3.608 3.62 3.601 3.6145 3.6145
3.6145 3.624 3.612 3.6175 3.6175
3.6175 3.648 3.612 3.6445 3.6445
3.6445 3.663 3.641 3.6595 3.6595
3.6595 3.672 3.657 3.6625 3.6625
3.6635 3.666 3.647 3.6505 3.6505
3.6505 3.663 3.648 3.658 3.658
3.658 3.67 3.653 3.665 3.665
3.665 3.697 3.66 3.6905 3.6905
3.6905 3.694 3.6745 3.6795 3.6795
3.6795 3.6888 3.6603 3.6678 3.6678
3.6625 3.67 3.6412 3.6503 3.6503
3.6271 3.6346 3.6196 3.6271 3.6271
3.6283 3.6358 3.6208 3.6283 3.6283
3.6527 3.6602 3.6452 3.6527 3.6527
3.6382 3.6495 3.6307 3.642 3.642
3.641 3.6485 3.6335 3.641 3.641
3.6349 3.6424 3.6274 3.6349 3.6349
3.644 3.6678 3.6365 3.6566 3.6566
3.6601 3.6676 3.6526 3.6601 3.6601
3.6724 3.6799 3.6649 3.6724 3.6724
3.6641 3.6716 3.6566 3.6641 3.6641
3.662 3.6695 3.6545 3.662 3.662
3.6637 3.6712 3.6434 3.6509 3.6509
3.6528 3.6603 3.6373 3.6448 3.6448
3.6505 3.6645 3.643 3.657 3.657
3.6596 3.6671 3.6508 3.6583 3.6583
3.6593 3.6768 3.6452 3.6603 3.6603
3.6615 3.669 3.654 3.6615 3.6615
3.6473 3.6548 3.6398 3.6473 3.6473
3.655 3.6625 3.6475 3.655 3.655
3.6466 3.6541 3.6322 3.6415 3.6415
3.641 3.6485 3.6335 3.641 3.641
3.635 3.6485 3.6275 3.641 3.641
3.6433 3.654 3.6354 3.6465 3.6465
3.6421 3.6576 3.6346 3.6501 3.6501
3.6458 3.6533 3.6372 3.6447 3.6447
3.6508 3.6653 3.6433 3.6578 3.6578
3.656 3.6635 3.6485 3.656 3.656
3.6543 3.6661 3.6468 3.6586 3.6586
3.6559 3.6664 3.6484 3.6589 3.6589
3.661 3.6685 3.6535 3.661 3.661
3.6649 3.6724 3.6574 3.6649 3.6649
3.6649 3.6724 3.6574 3.6649 3.6649
3.6627 3.6702 3.6546 3.6621 3.6621
3.6628 3.7001 3.6553 3.6926 3.6926
3.6893 3.7005 3.6818 3.693 3.693
3.693 3.7005 3.666 3.6735 3.6735
3.6802 3.6903 3.6727 3.6814 3.6814
3.6868 3.6943 3.6631 3.6723 3.6723
3.6733 3.6897 3.6658 3.6788 3.6788
3.6807 3.6927 3.6732 3.6823 3.6823
3.6823 3.7216 3.6514 3.689 3.689
3.6815 3.689 3.674 3.6815 3.6815
3.6639 3.6714 3.6387 3.6478 3.6478
3.6491 3.6566 3.6207 3.6282 3.6282
3.6319 3.6418 3.6224 3.6343 3.6343
3.6394 3.6483 3.6319 3.6408 3.6408
3.6408 3.6483 3.621 3.6285 3.6285
3.6285 3.6602 3.621 3.6527 3.6527
3.6527 3.6602 3.6361 3.6506 3.6506
3.6506 3.6581 3.6351 3.6443 3.6443
3.6443 3.6529 3.6343 3.6454 3.6454
3.6454 3.6529 3.6278 3.638 3.638
3.638 3.6455 3.6191 3.6307 3.6307
3.6266 3.6461 3.6191 3.6332 3.6332
3.6332 3.6407 3.6146 3.6221 3.6221
3.6221 3.6387 3.6146 3.6312 3.6312
3.6312 3.6387 3.6049 3.6212 3.6212
3.6124 3.6199 3.6047 3.6122 3.6122
3.6122 3.626 3.6047 3.6124 3.6124
3.6112 3.62 3.601 3.6087 3.6087
3.6087 3.6165 3.5964 3.6045 3.6045
3.6045 3.6162 3.5862 3.5937 3.5937
3.5937 3.6018 3.5761 3.5943 3.5943
3.5836 3.5915 3.5658 3.5815 3.5815
3.5733 3.588 3.5439 3.5514 3.5514
3.5514 3.5589 3.5328 3.5403 3.5403
3.5403 3.5483 3.5328 3.5408 3.5408
3.5408 3.5483 3.5219 3.5294 3.5294
3.5294 3.5436 3.5217 3.5292 3.5292
3.5292 3.5367 3.5212 3.5287 3.5287
3.5287 3.5362 3.5085 3.516 3.516
3.516 3.5235 3.4992 3.5067 3.5067
3.5031 3.5106 3.4901 3.4976 3.4976
3.4976 3.5051 3.4888 3.4963 3.4963
3.4963 3.506 3.4888 3.4985 3.4985
3.5076 3.5151 3.5001 3.5076 3.5076
3.5076 3.5151 3.499 3.5065 3.5065
3.5065 3.514 3.491 3.4985 3.4985
3.4985 3.506 3.465 3.4725 3.4725
3.4725 3.4894 3.465 3.4791 3.4791
3.4791 3.4866 3.4703 3.4778 3.4778
3.4778 3.4878 3.4703 3.4803 3.4803
3.4803 3.4878 3.4727 3.4802 3.4802
3.4802 3.4962 3.4727 3.4879 3.4879
3.4879 3.5046 3.4804 3.4971 3.4971
3.4971 3.525 3.4729 3.5063 3.5063
3.5063 3.5138 3.4957 3.5032 3.5032
3.5032 3.5442 3.4957 3.5343 3.5343
3.5343 3.5483 3.5268 3.5408 3.5408
3.5408 3.5483 3.5099 3.5174 3.5174
3.5141 3.5216 3.5066 3.5141 3.5141
3.5141 3.5237 3.4954 3.5162 3.5162
3.5162 3.5237 3.4989 3.5132 3.5132
3.5132 3.5219 3.5057 3.5144 3.5144
3.5144 3.5349 3.501 3.5085 3.5085
3.5085 3.516 3.5006 3.5081 3.5081
3.5081 3.5156 3.4969 3.5055 3.5055
3.5055 3.5303 3.498 3.5228 3.5228
3.5228 3.5308 3.5153 3.5233 3.5233
3.5233 3.537 3.5158 3.5295 3.5295
3.5295 3.537 3.5088 3.5182 3.5182
3.5182 3.5265 3.5065 3.514 3.514
3.514 3.5215 3.5047 3.5127 3.5127
3.5127 3.534 3.5052 3.5265 3.5265
3.5265 3.534 3.5117 3.5214 3.5214
3.5214 3.5289 3.4984 3.5059 3.5059
3.5059 3.5177 3.4894 3.4969 3.4969
3.4969 3.5055 3.4859 3.4953 3.4953
3.4953 3.5028 3.4827 3.4905 3.4905
3.4905 3.498 3.479 3.4865 3.4865
3.4865 3.494 3.479 3.4865 3.4865
3.4865 3.494 3.479 3.4865 3.4865
3.4865 3.5004 3.479 3.4925 3.4925
3.4925 3.5 3.477 3.4845 3.4845
3.4845 3.492 3.4737 3.4817 3.4817
3.4817 3.4892 3.4575 3.465 3.465
3.465 3.4735 3.4534 3.4609 3.4609
3.4609 3.4735 3.4519 3.4594 3.4594
3.4594 3.4719 3.4519 3.4644 3.4644
3.4644 3.4832 3.4569 3.4752 3.4752
3.4752 3.4832 3.4677 3.4757 3.4757
3.4757 3.4832 3.4682 3.4757 3.4757
3.4757 3.4842 3.4681 3.4767 3.4767
3.4767 3.487 3.4562 3.4637 3.4637
3.4637 3.473 3.4562 3.4655 3.4655
3.4655 3.476 3.458 3.4661 3.4661
3.4661 3.4751 3.4586 3.4676 3.4676
3.4676 3.4751 3.455 3.4625 3.4625
3.4625 3.4727 3.455 3.4652 3.4652
3.4652 3.475 3.4577 3.4675 3.4675
3.4675 3.4949 3.4349 3.4649 3.4649
3.4649 3.543 3.4574 3.5355 3.5355
3.5468 3.5468 3.3876 3.3876 3.3876
3.5083 3.5083 3.3634 3.3634 3.3634
3.5022 3.5074 3.3951 3.3951 3.3951
3.5258 3.5258 3.3793 3.3793 3.3793
3.3793 3.5179 3.3793 3.4098 3.4098
3.541 3.541 3.4096 3.4096 3.4096
3.5408 3.5408 3.414 3.414 3.414
3.414 3.414 3.414 3.414 3.414
3.5342 3.5342 3.3875 3.3875 3.3875
3.5099 3.5099 3.3761 3.3761 3.3761
3.511 3.511 3.3894 3.3894 3.3894
3.3894 3.5346 3.3894 3.406 3.406
3.5306 3.5306 3.3916 3.3916 3.3916
3.5212 3.523 3.3756 3.3756 3.3756
3.3756 3.3756 3.3756 3.3756 3.3756
3.518 3.518 3.3826 3.3826 3.3826
